subject,course_number,course_title,first_seen_term,last_seen_term
JOUR,A113,Social Media Journalism,Intersession/Spring 2023,Winter/Spring 2026
JOUR,A115,Student Newspaper I,Intersession/Spring 2023,Fall 2026
JOUR,A116,Multi-Mdia Rprt/Prducng,Intersession/Spring 2023,Fall 2026
JOUR,A117,Feature Writing,Intersession/Spring 2023,Fall 2024
JOUR,A123,Social Media Journalism II,Intersession/Spring 2023,Intersession/Spring 2024
JOUR,A125,Student Newspaper II,Intersession/Spring 2023,Fall 2026
JOUR,A133,Social Media Journalism III,Intersession/Spring 2023,Intersession/Spring 2024
JOUR,A135,Student Newspaper III,Intersession/Spring 2023,Fall 2026
JOUR,A143,Social Media Journalism IV,Intersession/Spring 2023,Intersession/Spring 2024
JOUR,A145,Student Newspaper IV,Intersession/Spring 2023,Fall 2026
JOUR,A185,Photojournalism,Intersession/Spring 2023,Fall 2026
JOUR,A215,Coast Report Ed Brd Level 1,Intersession/Spring 2023,Fall 2026
JOUR,A225,Coast Report Ed Brd Level 2,Intersession/Spring 2023,Fall 2026
JOUR,A235,Coast Report Ed Brd Level 3,Intersession/Spring 2023,Fall 2026
JOUR,A245,Coast Report Ed Brd Level 4,Intersession/Spring 2023,Fall 2026
KIN,A001N,"Lifeguard Training,Prof Res NC Corequisite: KIN A002N",Summer 2023,Summer 2026
KIN,A002N,Aqua Fst Aid/CPR/AED Lifgrd NC Corequisite: KIN A001N,Summer 2023,Summer 2026
KIN,A102,Medical Terminology,Fall 2023,Fall 2026
KIN,A105,Cardiovascular Fitness,Intersession/Spring 2023,Fall 2026
KIN,A106,Weight Training Level 1,Intersession/Spring 2023,Fall 2026
KIN,A109,Cardio Train & Strength Dev 1,Intersession/Spring 2023,Fall 2025
KIN,A110,Walking for Fitness Level 1,Intersession/Spring 2023,Fall 2026
KIN,A114,Cardio-Kick Boxing Level 1,Fall 2023,Fall 2026
KIN,A115,Cross Training Level 1,Summer 2025,Fall 2026
KIN,A119,Cardio Train & Strngth Devel 2,Intersession/Spring 2023,Fall 2025
KIN,A124,Hiking,Fall 2024,Fall 2026
KIN,A125,Self Defense for Women,Intersession/Spring 2023,Winter/Spring 2026
KIN,A128,Hatha Yoga - Level I,Intersession/Spring 2023,Fall 2026
KIN,A131,Swimming for Fitness Level 1,Intersession/Spring 2023,Fall 2026
KIN,A132,Swimming Level 1,Intersession/Spring 2023,Fall 2026
KIN,A136,Introduction to Sailing,Intersession/Spring 2023,Fall 2026
KIN,A137,Intmd Sailing/Intro Keel Boats,Intersession/Spring 2023,Fall 2026
KIN,A141,Surfing and Ocean Safety Lev 1,Intersession/Spring 2023,Fall 2026
KIN,A142,Snowboarding Level 1,Intersession/Spring 2024,Winter/Spring 2025
KIN,A143,Snowboarding Level 2,Intersession/Spring 2024,Winter/Spring 2025
KIN,A145,Badminton Level 1,Intersession/Spring 2023,Fall 2026
KIN,A146,Tennis Level 1,Intersession/Spring 2023,Fall 2026
KIN,A147,Table Tennis Level 1,Fall 2023,Fall 2024
KIN,A148,Pickleball,Fall 2023,Fall 2026
KIN,A149,Snorkeling,Fall 2023,Fall 2023
KIN,A150,Basketball,Intersession/Spring 2023,Fall 2026
KIN,A151,Futsal/Indoor Soccer Level 1,Intersession/Spring 2023,Winter/Spring 2026
KIN,A152,Soccer Level 1,Intersession/Spring 2023,Fall 2026
KIN,A154,Volleyball Level 1,Intersession/Spring 2023,Fall 2026
KIN,A156,Rock Climbing Level 1,Intersession/Spring 2023,Fall 2026
KIN,A157,Sand Volleyball,Fall 2023,Fall 2023
KIN,A158,Flag Football level 1,Intersession/Spring 2023,Winter/Spring 2026
KIN,A170,Adapted Strength Train,Intersession/Spring 2023,Fall 2026
KIN,A172,Adapted Aquatics,Intersession/Spring 2023,Fall 2026
KIN,A173,Adapted Strength & Balance,Intersession/Spring 2023,Fall 2026
KIN,A174,Adapted Cardio Fitness,Intersession/Spring 2023,Fall 2026
KIN,A177,Adapted Yoga,Intersession/Spring 2023,Fall 2026
KIN,A202,Introduction to Kinesiology,Intersession/Spring 2023,Fall 2026
KIN,A203,First Aid and CPR,Intersession/Spring 2023,Fall 2026
KIN,A204,Techniques and Theory Coaching,Intersession/Spring 2023,Fall 2026
KIN,A205,Coaching Internship,Intersession/Spring 2024,Summer 2026
KIN,A206,Weight Training Level 2,Intersession/Spring 2023,Fall 2026
KIN,A210,Walking for Fitness Level 2,Intersession/Spring 2023,Fall 2026
KIN,A214,Cardio Kickboxing Level 2,Fall 2023,Fall 2026
KIN,A215,Cross Training Level 2,Summer 2026,Fall 2026
KIN,A225,Self Defense for Women Level 2,Winter/Spring 2025,Winter/Spring 2026
KIN,A228,Hatha Yoga - Level II,Intersession/Spring 2023,Fall 2026
KIN,A231,Swimming for Fitness Level 2,Intersession/Spring 2023,Fall 2026
KIN,A232,Swimming Level 2,Intersession/Spring 2023,Fall 2026
KIN,A241,Surfing and Ocean Safety 2,Intersession/Spring 2023,Fall 2026
KIN,A245,Badminton Level 2,Intersession/Spring 2023,Fall 2026
KIN,A246,Tennis Level 2,Intersession/Spring 2023,Fall 2026
KIN,A247,Table Tennis - Level 2,Fall 2023,Fall 2024
KIN,A251,Fust/Indoor Soccer Level 2,Intersession/Spring 2023,Winter/Spring 2026
KIN,A252,Soccer Level 2,Intersession/Spring 2023,Fall 2026
KIN,A254,Volleyball Level 2,Intersession/Spring 2023,Fall 2026
KIN,A256,Rock Climbing Level 2,Intersession/Spring 2023,Fall 2026
KIN,A257,Surfing and Ocean Safety 3,Winter/Spring 2025,Fall 2026
KIN,A258,Flag Football Level 2,Intersession/Spring 2023,Winter/Spring 2026
KIN,A270,Fitness & Health,Intersession/Spring 2023,Fall 2026
KIN,A271,Drugs & Sports,Fall 2023,Fall 2026
KIN,A272,Movement Analysis,Intersession/Spring 2023,Fall 2026
KIN,A273,Sports Medicine,Intersession/Spring 2023,Fall 2025
KIN,A274,Athletic Taping and Modalities,Fall 2023,Fall 2026
KIN,A275,Sports Med Practicum Level 1,Intersession/Spring 2023,Fall 2026
KIN,A276,Sports Med Practicum Level 2,Intersession/Spring 2023,Fall 2026
KIN,A277,Sports Med Practicum Level 3,Intersession/Spring 2023,Fall 2026
KIN,A278,Sports Med Practicum Level 4,Intersession/Spring 2023,Fall 2026
KIN,A279,Sports Management,Intersession/Spring 2023,Fall 2026
KIN,A280,Strength & Conditioning Theory,Intersession/Spring 2023,Fall 2026
KIN,A282,Intro to Exercise Physiology,Intersession/Spring 2023,Fall 2026
KIN,A282H,Intro to Exercise Phys Honors,Fall 2023,Fall 2026
KIN,A283,Nutrition Fitness Performance,Intersession/Spring 2023,Fall 2026
KIN,A284,Theory of Yoga,Fall 2023,Fall 2026
KIN,A285,Yoga Methodology,Fall 2023,Fall 2026
KIN,A286,Yoga Methodology 2,Intersession/Spring 2023,Winter/Spring 2026
KIN,A287,Yoga Practicum Level 1,Intersession/Spring 2023,Winter/Spring 2026
KIN,A288,Stress Mgmt Theory & Applic,Intersession/Spring 2023,Fall 2026
KIN,A289,Sport and Exercise Psychology,Intersession/Spring 2023,Fall 2026
KIN,A290,Sport and Society,Fall 2023,Fall 2023
KIN,A296,Personal Trainer,Intersession/Spring 2023,Winter/Spring 2026
KIN,A297,Fitness Specialist Practicum,Intersession/Spring 2023,Fall 2026
KIN,A298,Fitness Specialist Internship,Intersession/Spring 2023,Fall 2026
LEAD,A180,Personal Leadership,Fall 2023,Fall 2026
LEAD,A200,Organizatonl Leadership,Intersession/Spring 2023,Intersession/Spring 2024
LIBR,A100,Library Research/Info Comp,Intersession/Spring 2023,Fall 2026
LIBR,A100H,Library Research/Info Comp Hon,Intersession/Spring 2023,Fall 2026
LIBR,A103,College Research Skills,Intersession/Spring 2023,Fall 2026
LRNG,A001,Basc Skills Remediation,Intersession/Spring 2023,Intersession/Spring 2024
LRNG,A010,Life Skills Disabled Student A,Fall 2023,Intersession/Spring 2024
LRNG,A020,Life Skills Disabled Student B,Fall 2023,Fall 2026
LRNG,A040,Learning Skills-Writing,Fall 2024,Fall 2026
LRNG,A041N,Learning Skills-Writing Lab,Fall 2024,Fall 2026
LRNG,A050,Learning Strat for Math,Fall 2024,Fall 2026
LRNG,A051N,Learning Strat for Math - Lab,Fall 2024,Fall 2026
MA,A150,Medical Assisting Core,Fall 2023,Fall 2026
MA,A175,Admin Medical Assisting I,Fall 2023,Fall 2026
MA,A181,Clinical Medical Assisting 1,Intersession/Spring 2023,Fall 2026
MA,A205,Administrative Medical Asstg 2,Intersession/Spring 2023,Winter/Spring 2026
MA,A281,Med Asstg Clinical Experience,Intersession/Spring 2023,Winter/Spring 2026
MA,A289,Clinical MA 2 Specialty Proced,Intersession/Spring 2023,Winter/Spring 2026
MACH,A100,Intro to Machine Shop,Intersession/Spring 2023,Fall 2026
MACH,A105,Lathe,Intersession/Spring 2023,Fall 2026
MACH,A110,Milling Machine,Intersession/Spring 2023,Fall 2026
MACH,A115,Production Maching Techniques,Intersession/Spring 2023,Fall 2026
MACH,A120,Measurement& Blueprint Reading,Intersession/Spring 2023,Fall 2026
MACH,A121,Computat for Machinists,Intersession/Spring 2023,Fall 2026
MACH,A122,Machine Shop Inspection,Intersession/Spring 2023,Summer 2026
MACH,A125,CNC Machine Operation 1,Intersession/Spring 2023,Fall 2026
MACH,A126,CNC Machine Operation 2,Intersession/Spring 2023,Winter/Spring 2026
MACH,A130,Intro CNC & Manual Prog,Intersession/Spring 2023,Fall 2026
MACH,A133,CNC Program-Mastercam 1,Intersession/Spring 2023,Fall 2026
MACH,A134,CNC Program-Mastercam 2,Intersession/Spring 2023,Fall 2026
MACH,A141,Mastercam Lathe,Fall 2023,Fall 2026
MACH,A142,Mastercam Solids,Intersession/Spring 2023,Winter/Spring 2026
MACH,A146,Machining with MasterCAM,Summer 2023,Summer 2026
MACH,A147,Intro to 5 Axis Machining,Summer 2023,Winter/Spring 2026
MACH,A148,Adv Multi Axis Programming,Fall 2024,Fall 2026
MACH,A152,Introduction to SolidWorks,Intersession/Spring 2023,Fall 2026
MACH,A158,Additive Manufctrg/3D Printing,Intersession/Spring 2023,Winter/Spring 2025
MACH,A175,Dimensioning & Tolerancing,Intersession/Spring 2023,Fall 2026
MACH,A190,Elementary Metallurgy,Fall 2023,Winter/Spring 2026
MACH,A199,Current Topics in Machine Tech,Fall 2023,Fall 2023
MACH,A200,Tooling,Summer 2025,Summer 2025
MARA,A136,Introduction to Sailing,Intersession/Spring 2023,Fall 2026
MARA,A137,Intmd Sail - Intro Keel Boats,Intersession/Spring 2023,Fall 2026
MARA,A150,Coastal Navigation,Intersession/Spring 2023,Fall 2026
MARA,A151,Maritime Industry,Fall 2023,Fall 2026
MARA,A152,Boat Handling and Seamanship,Intersession/Spring 2023,Winter/Spring 2026
MARA,A153,Marine Basic Safety Training,Intersession/Spring 2023,Winter/Spring 2026
MARA,A154,Vessel & Engine Maint,Intersession/Spring 2023,Winter/Spring 2026
MARA,A156,Maritime Environment,Fall 2023,Fall 2026
MARA,A157,Radar Observer,Intersession/Spring 2023,Fall 2026
MARA,A200,Professional Mariner Internshp,Intersession/Spring 2023,Fall 2026
MARA,A201,Prof Mariner Internship Lectur,Intersession/Spring 2023,Fall 2026
MARA,A210,USCG License Exam Preparation,Intersession/Spring 2023,Winter/Spring 2025
MARA,A215,Rating Form Nav Watch (RFPNW),Fall 2023,Fall 2026
MATH,A004N,Math Jam Basic Comp Skills NC,Intersession/Spring 2023,Intersession/Spring 2023
MATH,A008,Pre-Algebra,Intersession/Spring 2023,Intersession/Spring 2023
MATH,A010,Elementary Algebra,Intersession/Spring 2023,Intersession/Spring 2023
MATH,A030,Intermediate Algebra,Intersession/Spring 2023,Summer 2023
MATH,A045,Elementary & Intermed Algebra,Intersession/Spring 2023,Intersession/Spring 2023
MATH,A060N,Math Skills Lib Art Math/Stats,Fall 2024,Fall 2026
MATH,A061N,Math Skills College Algebra,Fall 2024,Fall 2026
MATH,A062N,Math Skills for Trigonometry,Fall 2024,Fall 2026
MATH,A064N,Math Skills Business Calculus,Fall 2024,Fall 2026
MATH,A067N,Math Skills for Precalculus,Fall 2024,Fall 2026
MATH,A068N,Math Skills for Calculus,Fall 2024,Fall 2026
MATH,A082N,Math Jam for STEM Pathway NC Corequisite: MATH A140,Intersession/Spring 2024,Intersession/Spring 2024
MATH,A090,Support for Liberal Arts Math Corequisite: MATH A100,Intersession/Spring 2023,Fall 2026
MATH,A091,Support for College Algebra Corequisite: MATH A115,Intersession/Spring 2023,Fall 2026
MATH,A092,Support for Trigonometry Corequisite: MATH A120,Intersession/Spring 2023,Fall 2026
MATH,A094,Support for Business Calculus Corequisite: MATH A140,Fall 2024,Fall 2026
MATH,A096,Support for Intro Statistics Corequisite: STAT C1000,Intersession/Spring 2023,Fall 2026
MATH,A100,Liberal Arts Mathematics Corequisite: MATH A090,Intersession/Spring 2023,Fall 2026
MATH,A104,Mathematics for Elem Teachers,Intersession/Spring 2023,Fall 2026
MATH,A115,College Algebra Corequisite: MATH A091,Intersession/Spring 2023,Fall 2026
MATH,A120,Trigonometry Corequisite: MATH A092,Intersession/Spring 2023,Fall 2026
MATH,A140,Business Calculus Corequisite: MATH A094,Intersession/Spring 2023,Fall 2026
MATH,A155,Finite Math with Applications,Intersession/Spring 2023,Intersession/Spring 2024
MATH,A160,Introduction to Statistics,Intersession/Spring 2023,Summer 2025
MATH,A170,Precalculus,Intersession/Spring 2023,Fall 2026
MATH,A180,Calculus 1,Intersession/Spring 2023,Fall 2026
MATH,A180H,Calculus 1 Honors,Intersession/Spring 2023,Fall 2026
MATH,A185,Calculus 2,Intersession/Spring 2023,Fall 2026
MATH,A185H,Calculus 2 Honors,Intersession/Spring 2023,Fall 2026
MATH,A220,Intro to Symbolic Logic,Intersession/Spring 2023,Fall 2026
MATH,A230,Intro to Discrete Mathematics,Fall 2023,Fall 2026
MATH,A235,Applied Linear Algebra,Intersession/Spring 2023,Winter/Spring 2026
MATH,A280,Calculus 3,Intersession/Spring 2023,Fall 2026
MATH,A280H,Calculus 3 Honors,Intersession/Spring 2023,Fall 2026
MATH,A285,Intro Linear Alg Diffrl Equatn,Intersession/Spring 2023,Fall 2026
MATH,A285H,Intro Lin Alg & Diffl Equa Hon,Intersession/Spring 2023,Fall 2026
MATH,A287,Intro to Abstract Mathematics,Winter/Spring 2025,Winter/Spring 2026
MGMT,A100,Applied Management,Intersession/Spring 2023,Fall 2026
MGMT,A115,Human Relations & Supv,Intersession/Spring 2023,Fall 2026
MGMT,A239,Professionl Communicatn,Intersession/Spring 2023,Fall 2026
MKTG,A100,Intro to Marketing,Intersession/Spring 2023,Fall 2026
MKTG,A110,Professional Selling,Intersession/Spring 2023,Fall 2026
MKTG,A130,Principle of Advertisng,Intersession/Spring 2023,Fall 2026
MKTG,A142,Direct Marketing,Fall 2023,Fall 2023
MKTG,A150,International Marketing,Intersession/Spring 2024,Fall 2026
MKTG,A150H,International Marketing Honors,Intersession/Spring 2024,Fall 2026
MKTG,A200,Retail E-Commerce Mgmt,Fall 2023,Intersession/Spring 2024
MKTG,A220,Retail Buying,Intersession/Spring 2023,Fall 2023
MRSC,A020N,Aquarium and Aquaculture Exp,Fall 2025,Fall 2026
MRSC,A100,Oceanography,Intersession/Spring 2023,Fall 2026
MRSC,A100H,Oceanography Honors,Intersession/Spring 2023,Fall 2024
MRSC,A100L,Oceanography Lab,Intersession/Spring 2023,Fall 2026
MRSC,A100M,Oceanography Lab Honors,Intersession/Spring 2023,Intersession/Spring 2023
MRSC,A119,Ocean Conservation & Comm Sci,Fall 2023,Fall 2026
MRSC,A120,Marine Aquarium Science,Intersession/Spring 2023,Fall 2026
MRSC,A121,Marine Intertidal Ecology,Fall 2023,Fall 2025
MRSC,A124,Ecology of the Gray Whale,Intersession/Spring 2023,Winter/Spring 2026
MRSC,A125,Field Studies-Gray Whale Ecol,Intersession/Spring 2023,Winter/Spring 2026
MRSC,A130,Husbandry of Aquatic Organisms,Fall 2023,Fall 2026
MRSC,A135,Aquarium Water Quality,Fall 2023,Fall 2026
MRSC,A140,Aquarium Life Support Op&Maint,Intersession/Spring 2023,Fall 2026
MRSC,A145,Introduction to Aquaculture,Fall 2025,Fall 2026
MRSC,A146,Introduction to Aquaponics,Winter/Spring 2026,Winter/Spring 2026
MRSC,A180,Marine Biology,Intersession/Spring 2023,Fall 2026
MRSC,A180L,Marine Biology Lab,Intersession/Spring 2023,Fall 2026
MRSC,A185,Coastal Oceanography,Intersession/Spring 2023,Fall 2026
MRSC,A185L,Coastal Oceanography Lab,Fall 2023,Fall 2026
MRSC,A187,Marine Mammals,Intersession/Spring 2023,Fall 2026
MRSC,A188,Marine Mammal Field Studies,Summer 2023,Summer 2026
MRSC,A190,Marine Research & Monitor,Intersession/Spring 2023,Winter/Spring 2026
MRSC,A195,Marine Policy and Conservation,Fall 2024,Fall 2026
MRSC,A199,Special Topics in Marine Scien,Intersession/Spring 2023,Summer 2024
MRSC,A220,Aquarium Science Management 1,Intersession/Spring 2023,Fall 2026
MRSC,A221,Aquarium Science Management 2,Intersession/Spring 2023,Fall 2026
MRSC,A222,Aquarium Science Management 3,Intersession/Spring 2023,Fall 2026
MRSC,A223,Aquarium Science Management 4,Intersession/Spring 2023,Fall 2026
MRSC,A245,Practical Exp in Aquaculture I,Fall 2025,Fall 2026
MRSC,A246,Practical Exp Aquaculture II,Winter/Spring 2026,Fall 2026
MRSC,A287,Marine Mammal Rescue & Rehab,Intersession/Spring 2023,Winter/Spring 2026
MRSC,A288,Marine Mammal Research & Tech,Intersession/Spring 2023,Fall 2026
MUS,A001N,Guitar Ensemble - Life Learner,Intersession/Spring 2023,Fall 2026
MUS,A002N,Wind Ensemble - Life Learner,Intersession/Spring 2023,Fall 2026
MUS,A003N,OCC Symphony - Life Learner,Intersession/Spring 2023,Fall 2026
MUS,A012N,Choral Singing - Life Learner,Intersession/Spring 2023,Fall 2026
MUS,A015N,Intermediate Orchestra for LL,Intersession/Spring 2023,Fall 2026
MUS,A100,Hist & Appr of West Clas Music,Intersession/Spring 2023,Fall 2026
MUS,A105,Music from Bach to Rock,Intersession/Spring 2023,Fall 2026
MUS,A110,Computers in Music 1,Intersession/Spring 2023,Fall 2026
MUS,A111,Computers in Music 2,Intersession/Spring 2023,Fall 2026
MUS,A112,Computers in Music 3,Intersession/Spring 2023,Fall 2026
MUS,A113,Computers in Music 4,Intersession/Spring 2023,Fall 2026
MUS,A115,Fundamentals of Music,Intersession/Spring 2023,Fall 2026
MUS,A116,Basic Guitar,Intersession/Spring 2023,Fall 2026
MUS,A118,Popular Vocal Techniques 1,Intersession/Spring 2023,Fall 2026
MUS,A119,Popular Vocal Techniques 2,Intersession/Spring 2023,Fall 2026
MUS,A120,College Choir,Intersession/Spring 2023,Fall 2026
MUS,A122,Chamber Singers,Intersession/Spring 2023,Fall 2026
MUS,A129,Guitar Ensemble,Intersession/Spring 2023,Fall 2026
MUS,A132,Wind Ensemble,Intersession/Spring 2023,Fall 2026
MUS,A133,Orchestra,Intersession/Spring 2023,Fall 2026
MUS,A139,History of Rock Music,Intersession/Spring 2023,Fall 2026
MUS,A140,Beginning Instruments,Intersession/Spring 2023,Fall 2026
MUS,A141,Piano 1,Intersession/Spring 2023,Fall 2026
MUS,A142,Piano 2,Intersession/Spring 2023,Fall 2026
MUS,A143,History of Jazz,Intersession/Spring 2023,Fall 2026
MUS,A145,Voice 1,Intersession/Spring 2023,Intersession/Spring 2023
MUS,A146,Voice 2,Intersession/Spring 2023,Intersession/Spring 2023
MUS,A148,Classical Guitar 1,Intersession/Spring 2023,Fall 2026
MUS,A149,Classical Guitar 2,Intersession/Spring 2023,Fall 2026
MUS,A150,Intermed Band/Orchestra,Intersession/Spring 2023,Fall 2026
MUS,A151,Studio Guitar 1,Intersession/Spring 2023,Fall 2026
MUS,A152,Studio Guitar 2,Intersession/Spring 2023,Fall 2026
MUS,A161,Voice 1,Fall 2023,Fall 2026
MUS,A162,Voice 2,Fall 2023,Fall 2026
MUS,A163,Voice 3,Fall 2023,Fall 2026
MUS,A164,Voice 4,Intersession/Spring 2024,Fall 2026
MUS,A180,Theory 1,Intersession/Spring 2023,Fall 2026
MUS,A181,Musicianship 1,Intersession/Spring 2023,Fall 2026
MUS,A185,Theory 2,Intersession/Spring 2023,Fall 2026
MUS,A186,Musicianship 2,Intersession/Spring 2023,Fall 2026
MUS,A213,Advanced Vocal Performance 1,Intersession/Spring 2023,Fall 2026
MUS,A214,Advanced Vocal Performance 2,Intersession/Spring 2023,Fall 2026
MUS,A215,Advanced Vocal Performance 3,Intersession/Spring 2023,Fall 2026
MUS,A216,Advanced Vocal Performance 4,Intersession/Spring 2023,Fall 2026
MUS,A218,Popular Vocal Techniques 3,Intersession/Spring 2023,Fall 2026
MUS,A219,Popular Vocal Techniques 4,Intersession/Spring 2023,Fall 2026
MUS,A223,Advanced Chamber Singers,Intersession/Spring 2023,Fall 2026
MUS,A230,Jazz Improvisation,Intersession/Spring 2023,Fall 2026
MUS,A233,Symph Chamber Orchestra,Intersession/Spring 2023,Fall 2026
MUS,A240,Sophomore Recital,Intersession/Spring 2023,Fall 2026
MUS,A241,Piano 3,Intersession/Spring 2023,Fall 2026
MUS,A242,Piano 4,Intersession/Spring 2023,Fall 2026
MUS,A248,Classical Guitar 3,Intersession/Spring 2023,Fall 2026
MUS,A249,Classical Guitar 4,Intersession/Spring 2023,Fall 2026
MUS,A261,Recordng Techniques 1,Intersession/Spring 2023,Fall 2026
MUS,A262,Music as a Business,Intersession/Spring 2023,Fall 2026
MUS,A265,Recordng Techniques 2,Intersession/Spring 2023,Fall 2026
MUS,A267,Piano Master Class 1,Intersession/Spring 2023,Fall 2026
MUS,A268,Piano Master Class 2,Intersession/Spring 2023,Fall 2026
MUS,A271,Studio Guitar 3,Intersession/Spring 2023,Fall 2026
MUS,A272,Studio Guitar 4,Intersession/Spring 2023,Fall 2026
MUS,A277,Piano Master Class 3,Intersession/Spring 2023,Fall 2026
MUS,A278,Piano Master Class 4,Intersession/Spring 2023,Fall 2026
MUS,A280,Theory 3,Fall 2023,Fall 2026
MUS,A281,Musicianship 3,Fall 2023,Fall 2026
MUS,A285,Theory 4,Intersession/Spring 2023,Winter/Spring 2026
MUS,A286,Musicianship 4,Intersession/Spring 2023,Winter/Spring 2026
MUS,A290,Applied Music,Intersession/Spring 2023,Fall 2026
NC,A100,Careers-Dietetics/FDSCI,Intersession/Spring 2023,Fall 2024
NC,A175,Hlth Care Fld Exper,Intersession/Spring 2023,Winter/Spring 2026
NC,A180,Intro Medi Nutr Therapy,Intersession/Spring 2023,Winter/Spring 2026
NC,A280,Intermediate Nutrition Care,Fall 2023,Fall 2026
NC,A281,Supervised Practice 1,Fall 2023,Fall 2026
NC,A285,Advanced Nutrition Care,Intersession/Spring 2023,Winter/Spring 2026
NC,A286,Supervised Practice 2,Intersession/Spring 2023,Winter/Spring 2026
NDT,A110,Basic EEG,Fall 2024,Fall 2026
NDT,A115,Advanced EEG,Intersession/Spring 2023,Winter/Spring 2025
NDT,A116,Clinical Experience 1,Intersession/Spring 2023,Winter/Spring 2025
NDT,A117,Clinical Experience 2,Summer 2023,Summer 2025
NDT,A190,Intro Neuroanat & Phys,Intersession/Spring 2023,Winter/Spring 2025
NDT,A191,EEG Record Rev-Normal,Intersession/Spring 2023,Winter/Spring 2025
NDT,A200,NDT Lab Practice,Intersession/Spring 2023,Winter/Spring 2025
NDT,A279,Ped Electroencephalography,Intersession/Spring 2024,Winter/Spring 2026
NDT,A280,Neurologic Disorders,Fall 2023,Fall 2025
NDT,A282,NDT ABRET Registry Exam Prep,Intersession/Spring 2024,Winter/Spring 2026
NDT,A284,Transcranial Doppler,Fall 2023,Fall 2025
NDT,A285,Intr Nrve Cond Velocity,Fall 2023,Fall 2025
NDT,A286,Clinical Experience 3,Fall 2023,Fall 2025
NDT,A287,EEG Record Rev-Abnormal,Intersession/Spring 2023,Winter/Spring 2025
NDT,A288,Evoked Potentials,Fall 2023,Fall 2025
NDT,A289,Clinical Experience 4,Intersession/Spring 2024,Winter/Spring 2026
NDT,A296,Introduction to IONM,Intersession/Spring 2024,Winter/Spring 2026
NDT,A297,Microcomptr Appl in NDT,Intersession/Spring 2024,Winter/Spring 2026
NDT,A298,Clinical Internship,Intersession/Spring 2024,Winter/Spring 2026
NS,A195,Special Topic- Lunar Exploratn,Intersession/Spring 2023,Intersession/Spring 2024
PHIL,A100,Introduction to Philosophy,Intersession/Spring 2023,Fall 2026
PHIL,A115,Philosophy of Religion,Intersession/Spring 2023,Winter/Spring 2025
PHIL,A118,Aesthetics/Phil of Art,Intersession/Spring 2024,Winter/Spring 2026
PHIL,A120,Ethics,Intersession/Spring 2023,Fall 2026
PHIL,A125,History of Ancient Phil,Fall 2024,Fall 2025
PHIL,A131,Philosophy of the East,Fall 2026,Fall 2026
PHIL,A140,History of Modern Philosophy,Fall 2023,Fall 2026
PHIL,A150,Critical Reasoning & Writing,Intersession/Spring 2023,Fall 2026
PHIL,A155,Introduction to Logic,Fall 2023,Fall 2026
PHIL,A165,The Theory of Knowledge,Intersession/Spring 2023,Winter/Spring 2025
PHIL,A220,Intro to Symbolic Logic,Intersession/Spring 2023,Fall 2026
PHMT,A030N,Pharmacy Technician Foundation,Fall 2025,Fall 2026
PHMT,A040N,Pharmacology & Medication Mgmt,Fall 2025,Fall 2026
PHMT,A050N,Pharmacy Law and Ethics,Fall 2025,Fall 2026
PHMT,A060N,Pharmacy Calculations,Fall 2025,Fall 2026
PHMT,A070N,Pharmacy Ops & Distribution,Fall 2025,Fall 2026
PHMT,A080N,Sterile & Non-Sterile Compound,Fall 2025,Fall 2026
PHMT,A090N,Pharmacy Tech Cert Exam Prep,Fall 2025,Fall 2026
PHOT,A101,Photography & Society,Intersession/Spring 2023,Fall 2026
PHOT,A106,Smartphone Portrait Photo,Intersession/Spring 2023,Summer 2026
PHOT,A107,Smartphone Street Photography,Intersession/Spring 2023,Intersession/Spring 2023
PHOT,A108,Smartphone Food Photography,Intersession/Spring 2023,Summer 2026
PHOT,A109,Smartphone Fashion Photography,Intersession/Spring 2023,Intersession/Spring 2023
PHOT,A120,Introduction to Photography,Intersession/Spring 2023,Fall 2026
PHOT,A123,Intro to Digital Photography,Intersession/Spring 2023,Fall 2026
PHOT,A125,Imaging for Photographers I,Intersession/Spring 2023,Fall 2026
PHOT,A127,Darkroom For Photo Majors,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A130,Hist & Appreciation Photo,Intersession/Spring 2023,Fall 2026
PHOT,A141,Black & White Photo Lab 1,Fall 2023,Fall 2026
PHOT,A142,Black & White Photo Lab 2,Fall 2023,Fall 2026
PHOT,A143,Black & White Photo Lab 3,Fall 2023,Fall 2026
PHOT,A161,Digital Photography Lab 1,Intersession/Spring 2024,Winter/Spring 2026
PHOT,A162,Digital Photography Lab 2,Intersession/Spring 2024,Winter/Spring 2026
PHOT,A180,Intro to Prof Photo,Intersession/Spring 2023,Fall 2026
PHOT,A188,Commercial Photography,Fall 2023,Fall 2026
PHOT,A225,Pro Digital Workflw/Color Mgmt,Fall 2023,Fall 2026
PHOT,A230,Photography Since 1945,Summer 2024,Summer 2026
PHOT,A241,Business Practices,Intersession/Spring 2024,Winter/Spring 2026
PHOT,A260,Art Portfolio Development 1,Intersession/Spring 2023,Fall 2026
PHOT,A261,Art Portfolio Development 2,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A262,Commercial Portfolio Devel 1,Intersession/Spring 2023,Fall 2026
PHOT,A263,Commercial Portfolio Devel 2,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A264,Exhibition Preparation 1,Intersession/Spring 2023,Fall 2026
PHOT,A265,Exhibition Preparation 2,Intersession/Spring 2023,Fall 2026
